,Kingdom,Phylum,Class,Order,Family,Genus
ASV_20110,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_20111,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_20112,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA
ASV_20113,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_20114,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_20115,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_20116,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20117,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,NA
ASV_20118,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_20119,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV_20120,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA
ASV_20121,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_20122,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_20123,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
ASV_20124,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma
ASV_20125,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_20126,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_20127,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV_20128,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14
ASV_20129,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,cr616
ASV_20130,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_20131,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_20132,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus
ASV_20133,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20134,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_20135,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20136,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_20137,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_20138,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV_20139,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_20140,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_20141,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_20142,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax
ASV_20143,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_20144,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Sulfuricella
ASV_20145,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20146,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20147,Bacteria,NA,NA,NA,NA,NA
ASV_20148,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_20149,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_20150,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_20151,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20152,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20153,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_20154,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanoperedenaceae,Candidatus_Methanoperedens
ASV_20155,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_20156,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20157,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_20158,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_20159,Bacteria,Planctomycetes,Phycisphaerae,mle1-8,NA,NA
ASV_20160,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum
ASV_20161,Bacteria,GAL15,NA,NA,NA,NA
ASV_20162,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,NA
ASV_20163,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
ASV_20164,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20165,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20166,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
ASV_20167,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20168,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus
ASV_20169,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA
ASV_20170,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20171,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
ASV_20172,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,NA
ASV_20173,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Roseateles
ASV_20174,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20175,Eukaryota,Chlorophyta_ph,Chlorophyceae,Sphaeropleales,Sphaeropleales_fa,Desmodesmus
ASV_20176,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_20177,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_20178,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_20179,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,NA
ASV_20180,Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA
ASV_20181,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_20182,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_20183,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_20184,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
ASV_20185,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20186,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_20187,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,NA,NA
ASV_20188,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_20189,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_20190,Bacteria,Acidobacteria,NA,NA,NA,NA
ASV_20191,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_20192,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20193,Bacteria,NA,NA,NA,NA,NA
ASV_20194,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,GOUTA6
ASV_20195,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Z114MB74
ASV_20196,Bacteria,Acidobacteria,Subgroup_21,NA,NA,NA
ASV_20197,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20198,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga
ASV_20199,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_20200,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,NA
ASV_20201,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_20202,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20203,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_20205,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV_20206,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Vicinamibacter
ASV_20207,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20208,Bacteria,WS1,NA,NA,NA,NA
ASV_20209,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,NA,NA
ASV_20210,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_20211,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_20212,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20213,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20214,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20215,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20216,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
ASV_20217,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_20218,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV_20219,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_20220,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_20221,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_20222,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_20223,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus
ASV_20224,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_20225,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter
ASV_20226,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV_20227,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa
ASV_20228,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20229,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_20230,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,NA
ASV_20231,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_20232,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA
ASV_20233,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20234,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_20235,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Vicinamibacter
ASV_20236,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_20237,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA
ASV_20238,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir2_lineage
ASV_20239,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20240,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA
ASV_20241,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,DSSD61
ASV_20242,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20243,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_20244,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20245,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_20246,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20247,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20248,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_20249,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20250,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20251,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_20252,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_20253,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_20254,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus_Competibacter
ASV_20255,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter
ASV_20256,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
ASV_20257,Bacteria,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobium_PCC-6307
ASV_20258,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20259,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20260,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_20261,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_20262,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
ASV_20263,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_20264,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_20265,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20266,Archaea,Asgardaeota,Odinarchaeia,NA,NA,NA
ASV_20267,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20268,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20269,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20270,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_20271,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_20272,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_20273,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,NA
ASV_20274,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV_20275,Bacteria,NA,NA,NA,NA,NA
ASV_20276,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_20277,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_20278,Bacteria,Chloroflexi,Anaerolineae,1-20,NA,NA
ASV_20279,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_20280,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga
ASV_20281,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_20282,Bacteria,Proteobacteria,Gammaproteobacteria,SZB30,NA,NA
ASV_20283,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20284,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_20285,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20286,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_20287,Bacteria,Edwardsbacteria,NA,NA,NA,NA
ASV_20288,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_20289,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20290,Bacteria,LCP-89,NA,NA,NA,NA
ASV_20291,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_20292,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_20293,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
ASV_20294,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_NK4A214_group
ASV_20295,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa
ASV_20296,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20297,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20298,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA
ASV_20299,Bacteria,Acidobacteria,Subgroup_21,NA,NA,NA
ASV_20300,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20301,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_20302,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_20303,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Vicinamibacter
ASV_20304,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35
ASV_20305,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hoppeia
ASV_20306,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_20307,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_20308,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_20309,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20310,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_20311,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_20312,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,NA
ASV_20313,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32
ASV_20314,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_20315,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_20316,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA
ASV_20317,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_20318,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA
ASV_20319,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
ASV_20320,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_20321,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_20322,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA
ASV_20323,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20324,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20325,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter
ASV_20326,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,NA
ASV_20327,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_20328,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_20329,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,NA,NA
ASV_20330,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA
ASV_20331,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20332,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
ASV_20333,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_20334,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_20335,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV_20336,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_20337,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20338,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20339,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_20340,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA
ASV_20341,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_20342,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_20343,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,NA,NA
ASV_20344,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rivibacter
ASV_20345,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
ASV_20346,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanoperedenaceae,Candidatus_Methanoperedens
ASV_20347,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_20348,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_20349,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA
ASV_20350,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_20351,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20352,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_20353,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA
ASV_20354,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
ASV_20355,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_20356,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_20357,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA
ASV_20358,Bacteria,Acidobacteria,Subgroup_9,NA,NA,NA
ASV_20359,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_20360,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_20361,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA
ASV_20362,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_20363,Bacteria,Proteobacteria,Deltaproteobacteria,NKB15,NA,NA
ASV_20364,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_20365,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_20366,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA
ASV_20367,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20368,Bacteria,WS1,NA,NA,NA,NA
ASV_20369,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_20370,Bacteria,Actinobacteria,Coriobacteriia,OPB41,NA,NA
ASV_20371,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_20372,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_20373,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_20374,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Vicinamibacter
ASV_20375,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus
ASV_20376,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_20377,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_20378,Bacteria,Chloroflexi,OLB14,NA,NA,NA
ASV_20379,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus
ASV_20380,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_20381,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Elev-16S-1166
ASV_20382,Bacteria,Elusimicrobia,Lineage_IIa,NA,NA,NA
ASV_20383,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,NA
ASV_20384,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_20385,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,SH-PL14
ASV_20386,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_20387,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA
